Transaction_ID,Transaction_Date,Sender_ID,Receiver_ID,Sender_Bank,Receiver_Bank,City,Device_Type,Transaction_Type,Amount_INR,Transaction_Status,Account_Age_Days,Transactions_Last_24H,Avg_Transaction_Amount_7D,Failed_Transactions_24H,IP_Risk_Score,Device_Risk_Score,Location_Change_KM,Fraud_Reason,Fraud_Label,Is_Fraud
UPI1040805,11-10-25 8:50,CUST18058,MER2301,Kotak,HDFC,Bhopal,iOS,QR Code,352.78,Success,416,6,157.12,0,99.23,82.5,1.95,Normal Activity,Legitimate,0
UPI1040806,11-10-25 9:00,CUST77525,MER6920,Canara Bank,Bank of Baroda,Chennai,Android,QR Code,62.86,Success,2635,3,85.26,0,5.46,26.59,21.88,Normal Activity,Legitimate,0
UPI1040807,11-10-25 9:10,CUST85113,MER4545,PNB,SBI,Ahmedabad,Web,Mobile Number,170.45,Success,828,3,259.46,0,9.99,49.24,5.08,Normal Activity,Legitimate,0
UPI1040808,11-10-25 9:20,CUST95404,MER2278,Canara Bank,SBI,Kolkata,Android,QR Code,486.75,Success,1229,4,378.01,0,31.31,11.12,0.97,Normal Activity,Legitimate,0
UPI1040809,11-10-25 9:30,CUST99806,MER8077,Axis,ICICI,Bhopal,Android,QR Code,1020.75,Success,560,4,267.98,1,13.95,9.09,8.05,Normal Activity,Legitimate,0
UPI1040810,11-10-25 9:40,CUST43884,MER9548,Bank of Baroda,HDFC,Bhopal,Web,UPI ID,487.44,Success,846,5,293.36,0,33.36,96.1,18.07,Normal Activity,Legitimate,0
UPI1040811,11-10-25 9:50,CUST38527,MER9314,Axis,Canara Bank,Chennai,iOS,QR Code,5246.25,Success,661,3,867.12,0,91.69,15.55,5.87,Normal Activity,Legitimate,0
UPI1040812,11-10-25 10:00,CUST52187,MER9505,SBI,ICICI,Bhopal,Android,Mobile Number,236.05,Success,1822,3,1136.54,0,36.61,78.05,2.38,Normal Activity,Legitimate,0
UPI1040813,11-10-25 10:10,CUST48735,MER3318,Axis,Axis,Bengaluru,iOS,QR Code,404.53,Success,1183,4,112.37,0,55.5,24.66,3.73,Normal Activity,Legitimate,0
UPI1040814,11-10-25 10:20,CUST25981,MER6301,Bank of Baroda,Kotak,Bhopal,iOS,QR Code,388.11,Success,2288,4,373.74,0,99.37,12.8,15.93,Normal Activity,Legitimate,0
UPI1040815,11-10-25 10:30,CUST72457,MER9831,HDFC,Axis,Mumbai,iOS,UPI ID,314.13,Success,17,3,482.91,2,3.95,2.72,1.66,Normal Activity,Legitimate,0
UPI1040816,11-10-25 10:40,CUST37080,MER4150,Kotak,ICICI,Bengaluru,iOS,QR Code,248.57,Success,508,4,83.54,0,23.59,55.17,2.33,Normal Activity,Legitimate,0
UPI1040817,11-10-25 10:50,CUST21797,MER7201,SBI,Bank of Baroda,Mumbai,iOS,Collect Request,1776.37,Pending,2669,6,562.97,0,26.31,89.23,8.69,Normal Activity,Legitimate,0
UPI1040818,11-10-25 11:00,CUST67056,MER7068,SBI,Axis,Delhi,iOS,QR Code,973.79,Failed,2849,3,89.16,0,18.5,59.24,13.98,Normal Activity,Legitimate,0
UPI1040819,11-10-25 11:10,CUST36457,MER4577,Axis,Kotak,Mumbai,Android,Mobile Number,87.03,Success,2054,2,424.99,1,93.23,1.74,0.88,Normal Activity,Legitimate,0
UPI1040820,11-10-25 11:20,CUST30917,MER6916,SBI,Kotak,Bengaluru,iOS,QR Code,764.05,Success,754,6,814.77,0,58.07,39.55,0.75,Normal Activity,Legitimate,0
UPI1040821,11-10-25 11:30,CUST18871,MER9749,SBI,Axis,Bhopal,iOS,QR Code,979.68,Success,2583,4,370.61,0,48.79,87.58,20.61,Normal Activity,Legitimate,0
UPI1040822,11-10-25 11:40,CUST29053,MER7863,HDFC,HDFC,Hyderabad,Android,QR Code,904.11,Success,172,2,568.34,0,9.61,96.84,0.92,Normal Activity,Legitimate,0
UPI1040823,11-10-25 11:50,CUST76727,MER5093,Kotak,SBI,Jaipur,Android,QR Code,82.72,Success,2850,11,375.07,1,28.43,54.87,0.57,Normal Activity,Legitimate,0
UPI1040824,11-10-25 12:00,CUST93050,MER1865,Canara Bank,Kotak,Ahmedabad,Android,QR Code,358.13,Success,2057,2,143.53,1,95.9,23.1,5.85,Normal Activity,Legitimate,0
UPI1040825,11-10-25 12:10,CUST93323,MER9276,SBI,HDFC,Jaipur,Android,Mobile Number,742.23,Success,2088,5,600.66,0,46.67,60.72,18.84,Normal Activity,Legitimate,0
UPI1040826,11-10-25 12:20,CUST69415,MER1518,SBI,Axis,Pune,Android,Collect Request,247.08,Success,1771,5,90.62,0,23.04,60.28,2.88,Normal Activity,Legitimate,0
UPI1040827,11-10-25 12:30,CUST48398,MER3539,Canara Bank,Canara Bank,Bhopal,Android,UPI ID,662.67,Success,1129,3,590.02,0,45.01,89.82,11.14,Normal Activity,Legitimate,0
UPI1040828,11-10-25 12:40,CUST85058,MER4356,SBI,SBI,Bengaluru,Android,Mobile Number,1669.45,Success,699,3,932.73,0,22.74,67.3,22.38,Normal Activity,Legitimate,0
UPI1040829,11-10-25 12:50,CUST15030,MER6168,PNB,Kotak,Hyderabad,iOS,UPI ID,381.19,Success,735,9,814.27,0,81.08,17.54,6,Normal Activity,Legitimate,0
UPI1040830,11-10-25 13:00,CUST11381,MER5934,ICICI,Canara Bank,Pune,Android,UPI ID,253.68,Success,2752,2,307.95,0,68.49,23.8,17.29,Normal Activity,Legitimate,0
UPI1040831,11-10-25 13:10,CUST26753,MER3893,PNB,PNB,Bhopal,iOS,Collect Request,223.74,Success,946,5,295.58,0,8.64,6.2,27.95,Normal Activity,Legitimate,0
UPI1040832,11-10-25 13:20,CUST15092,MER7999,HDFC,PNB,Bhopal,Android,QR Code,2621.14,Success,2974,0,411,1,0.49,45.74,8.56,Normal Activity,Legitimate,0
UPI1040833,11-10-25 13:30,CUST62946,MER8602,PNB,PNB,Jaipur,Android,UPI ID,314.19,Success,2402,3,474.77,1,81.55,85.46,0.73,Normal Activity,Legitimate,0
UPI1040834,11-10-25 13:40,CUST97620,MER7023,Kotak,SBI,Kolkata,iOS,UPI ID,780.04,Success,909,7,546.26,0,74.31,64.52,1.55,Normal Activity,Legitimate,0
UPI1040835,11-10-25 13:50,CUST90093,MER2403,ICICI,HDFC,Bengaluru,Android,UPI ID,209.61,Success,2010,4,87.34,1,50.66,7.75,0.17,Normal Activity,Legitimate,0
UPI1040836,11-10-25 14:00,CUST68520,MER8262,SBI,HDFC,Bhopal,Android,Mobile Number,117.68,Success,1413,2,101.45,0,26.12,23.31,13.82,Normal Activity,Legitimate,0
UPI1040837,11-10-25 14:10,CUST18567,MER6070,Axis,HDFC,Ahmedabad,Android,UPI ID,96.35,Success,1131,5,396.46,0,84.5,21.49,4.39,Normal Activity,Legitimate,0
UPI1040838,11-10-25 14:20,CUST90152,MER1526,SBI,ICICI,Mumbai,Android,QR Code,303,Success,1373,9,149.34,0,92.45,75.81,1.24,Normal Activity,Legitimate,0
UPI1040839,11-10-25 14:30,CUST94680,MER4762,HDFC,Kotak,Jaipur,Web,QR Code,263.78,Success,1001,9,386.16,0,25.66,79.66,8.85,Normal Activity,Legitimate,0
UPI1040840,11-10-25 14:40,CUST37866,MER6153,SBI,Axis,Chennai,iOS,QR Code,342.71,Success,185,1,104.3,2,95.52,3.77,0.35,Normal Activity,Legitimate,0
UPI1040841,11-10-25 14:50,CUST44711,MER6877,PNB,Axis,Bhopal,Android,UPI ID,348.18,Pending,1803,2,231.84,0,36.75,90.02,6.77,Normal Activity,Legitimate,0
UPI1040842,11-10-25 15:00,CUST58743,MER8381,Bank of Baroda,Kotak,Delhi,Android,UPI ID,2511.98,Success,2094,0,327.33,0,42.04,47.4,0.07,Normal Activity,Legitimate,0
UPI1040843,11-10-25 15:10,CUST35386,MER8179,Bank of Baroda,PNB,Bengaluru,Android,QR Code,706.34,Reversed,1500,2,436.59,0,57.39,78.47,15.83,Normal Activity,Legitimate,0
UPI1040844,11-10-25 15:20,CUST96842,MER4756,Axis,HDFC,Mumbai,Android,UPI ID,1208.99,Success,1258,3,227.97,0,10.66,19.49,1.24,Normal Activity,Legitimate,0
UPI1040845,11-10-25 15:30,CUST33013,MER5766,Bank of Baroda,HDFC,Pune,iOS,QR Code,3114.01,Success,938,6,207.77,0,73.52,47.2,8.42,Normal Activity,Legitimate,0
UPI1040846,11-10-25 15:40,CUST16885,MER4893,Bank of Baroda,Canara Bank,Pune,Android,QR Code,173.78,Success,468,3,280.67,1,90.92,9.25,4.06,Normal Activity,Legitimate,0
UPI1040847,11-10-25 15:50,CUST42821,MER8239,ICICI,ICICI,Ahmedabad,Android,QR Code,337.56,Success,496,7,469.32,1,47.14,31.23,5.65,Normal Activity,Legitimate,0
UPI1040848,11-10-25 16:00,CUST24045,MER1283,HDFC,HDFC,Bengaluru,Android,Mobile Number,51,Success,448,5,355.27,0,19.98,4.63,0.18,Normal Activity,Legitimate,0
UPI1040849,11-10-25 16:10,CUST28780,MER4988,ICICI,SBI,Mumbai,Android,QR Code,883.13,Success,647,9,1571.95,0,74.76,14.72,10.49,Normal Activity,Legitimate,0
UPI1040850,11-10-25 16:20,CUST35550,MER8626,Axis,ICICI,Kolkata,Android,QR Code,740.1,Success,1331,3,260.68,1,89.73,80.24,19.39,Normal Activity,Legitimate,0
UPI1040851,11-10-25 16:30,CUST99771,MER6590,Kotak,HDFC,Hyderabad,Android,QR Code,263.37,Failed,1566,5,2788.38,1,59.98,12.5,1.08,Normal Activity,Legitimate,0
UPI1040852,11-10-25 16:40,CUST88377,MER5329,Canara Bank,Canara Bank,Bhopal,Android,QR Code,2490.88,Success,2769,3,214.12,0,12.33,30.87,8.2,Normal Activity,Legitimate,0
UPI1040853,11-10-25 16:50,CUST58284,MER9524,ICICI,Kotak,Jaipur,Android,QR Code,3144.41,Success,1610,1,493.29,0,60.92,8.46,2.34,Normal Activity,Legitimate,0
UPI1040854,11-10-25 17:00,CUST70238,MER5138,PNB,Axis,Mumbai,Android,QR Code,168.84,Success,740,3,899.46,0,39.98,64.16,23.29,Normal Activity,Legitimate,0
UPI1040855,11-10-25 17:10,CUST57184,MER1790,Bank of Baroda,Axis,Mumbai,Android,QR Code,623.14,Success,908,1,147.32,1,25.19,39.56,13.81,Normal Activity,Legitimate,0
UPI1040856,11-10-25 17:20,CUST70623,MER5850,ICICI,HDFC,Hyderabad,iOS,QR Code,447.64,Success,2206,4,256.72,0,34.38,45.33,15.95,Normal Activity,Legitimate,0
UPI1040857,11-10-25 17:30,CUST31305,MER3282,SBI,HDFC,Delhi,Android,QR Code,224.81,Success,2266,7,194.93,1,36.24,5.57,3.42,Normal Activity,Legitimate,0
UPI1040858,11-10-25 17:40,CUST50021,MER4365,HDFC,Axis,Pune,Android,QR Code,125.5,Success,390,5,966.11,0,46.56,85.74,8.2,Normal Activity,Fraud,1
UPI1040859,11-10-25 17:50,CUST96759,MER3299,Bank of Baroda,PNB,Ahmedabad,iOS,QR Code,758.32,Success,215,4,430.52,1,99.02,96.62,25.08,Normal Activity,Legitimate,0
UPI1040860,11-10-25 18:00,CUST53184,MER5136,HDFC,ICICI,Bengaluru,Android,UPI ID,529.14,Success,1402,3,151.17,0,97.85,98.2,9.55,High IP & Device Risk,Fraud,1
UPI1040861,11-10-25 18:10,CUST28942,MER2323,Kotak,Axis,Mumbai,Android,Mobile Number,384.44,Success,1842,5,217.59,0,78.75,65.8,0.53,Normal Activity,Legitimate,0
UPI1040862,11-10-25 18:20,CUST87418,MER5880,PNB,Bank of Baroda,Ahmedabad,iOS,UPI ID,7978.12,Success,1070,6,130.38,1,48.53,99.42,20.02,Normal Activity,Legitimate,0
UPI1040863,11-10-25 18:30,CUST34714,MER8958,Kotak,Canara Bank,Bengaluru,Android,QR Code,425.04,Success,2740,5,490.8,0,36.75,48.32,3.5,Normal Activity,Legitimate,0
UPI1040864,11-10-25 18:40,CUST61672,MER1280,Bank of Baroda,Bank of Baroda,Kolkata,Android,Collect Request,694.27,Success,480,7,241.24,0,15.36,2.82,1.19,Normal Activity,Legitimate,0
UPI1040865,11-10-25 18:50,CUST96557,MER4589,ICICI,Bank of Baroda,Hyderabad,Android,UPI ID,92.05,Success,1178,2,463.05,0,30.27,11.51,6.01,Normal Activity,Legitimate,0
UPI1040866,11-10-25 19:00,CUST53201,MER3505,Kotak,SBI,Chennai,Android,QR Code,878.82,Success,2486,5,418.39,0,55.43,4.49,4.39,Normal Activity,Legitimate,0
UPI1040867,11-10-25 19:10,CUST73296,MER5583,HDFC,ICICI,Bhopal,Android,QR Code,327.67,Success,2637,6,1219.9,0,3.91,74.03,0.1,Normal Activity,Legitimate,0
UPI1040868,11-10-25 19:20,CUST62979,MER1406,Canara Bank,Canara Bank,Mumbai,Android,QR Code,1237.37,Success,289,2,745.38,0,57.88,97.15,4.59,Normal Activity,Legitimate,0
UPI1040869,11-10-25 19:30,CUST98549,MER2298,HDFC,Axis,Ahmedabad,Android,QR Code,380.18,Success,2365,2,893.39,0,87.06,48.65,4.25,Normal Activity,Legitimate,0
UPI1040870,11-10-25 19:40,CUST93257,MER7068,ICICI,Kotak,Chennai,Android,UPI ID,3110.75,Success,2782,5,206.4,0,23.48,80.52,10.35,Normal Activity,Legitimate,0
UPI1040871,11-10-25 19:50,CUST87817,MER6022,ICICI,ICICI,Kolkata,Android,QR Code,98.03,Success,200,10,181.73,1,52.07,2.33,3.99,Normal Activity,Legitimate,0
UPI1040872,11-10-25 20:00,CUST24008,MER9678,Axis,HDFC,Ahmedabad,iOS,Mobile Number,814,Success,2398,6,1008.5,1,73.57,2.18,4.75,Normal Activity,Legitimate,0
UPI1040873,11-10-25 20:10,CUST70196,MER1805,PNB,Bank of Baroda,Bhopal,iOS,QR Code,342.99,Success,658,5,1056.6,2,83.78,92.65,0.07,High IP & Device Risk,Fraud,1
UPI1040874,11-10-25 20:20,CUST12294,MER4456,Bank of Baroda,Kotak,Chennai,Web,QR Code,550.07,Success,1210,8,338.45,0,57.17,52.64,5.32,Normal Activity,Legitimate,0
UPI1040875,11-10-25 20:30,CUST29061,MER7713,HDFC,Bank of Baroda,Kolkata,iOS,UPI ID,353.6,Success,860,2,314.07,0,40.44,49.6,14.05,Normal Activity,Fraud,1
UPI1040876,11-10-25 20:40,CUST65733,MER9528,Bank of Baroda,ICICI,Kolkata,Web,UPI ID,282.67,Success,764,1,595.49,1,20.14,76.06,2.91,Normal Activity,Legitimate,0
UPI1040877,11-10-25 20:50,CUST50004,MER5705,Kotak,Canara Bank,Pune,iOS,UPI ID,543.83,Success,299,4,891.62,0,77.93,24.67,4.11,Normal Activity,Legitimate,0
UPI1040878,11-10-25 21:00,CUST90625,MER9928,PNB,PNB,Mumbai,Web,QR Code,165.99,Success,2090,1,575.38,1,2.33,50.91,9.88,Normal Activity,Legitimate,0
UPI1040879,11-10-25 21:10,CUST61293,MER8083,Canara Bank,Bank of Baroda,Chennai,Android,Collect Request,768.53,Success,707,2,770.57,1,82.4,11.55,17.1,Normal Activity,Legitimate,0
UPI1040880,11-10-25 21:20,CUST63682,MER1250,Axis,PNB,Kolkata,iOS,Mobile Number,263.54,Success,2225,3,574.25,0,64.33,81.01,17.32,Normal Activity,Legitimate,0
UPI1040881,11-10-25 21:30,CUST20237,MER6476,SBI,ICICI,Bengaluru,Android,Collect Request,355.24,Success,1829,2,263.93,0,30.75,69.39,5.14,Normal Activity,Legitimate,0
UPI1040882,11-10-25 21:40,CUST21694,MER3263,PNB,ICICI,Jaipur,Android,QR Code,1112.2,Success,1998,1,1049.61,0,69.19,92.84,1.32,Normal Activity,Legitimate,0
UPI1040883,11-10-25 21:50,CUST96472,MER3479,Kotak,ICICI,Jaipur,iOS,Collect Request,943.86,Pending,2466,3,533.65,1,10.91,48.99,2.31,Normal Activity,Legitimate,0
UPI1040884,11-10-25 22:00,CUST20468,MER4788,SBI,Canara Bank,Pune,iOS,QR Code,502.74,Failed,1000,5,1370.19,0,56.16,1,14.7,Normal Activity,Legitimate,0
UPI1040885,11-10-25 22:10,CUST28461,MER9729,Bank of Baroda,HDFC,Hyderabad,iOS,Collect Request,105.99,Success,2637,3,1268.9,1,1,69.39,29.86,Normal Activity,Legitimate,0
UPI1040886,11-10-25 22:20,CUST85376,MER6163,Axis,SBI,Chennai,Android,UPI ID,1003.1,Success,2554,2,353.75,0,58.59,7.34,0.78,Normal Activity,Legitimate,0
UPI1040887,11-10-25 22:30,CUST84062,MER6992,Canara Bank,HDFC,Chennai,iOS,QR Code,6996.1,Success,804,5,1218.3,1,16.5,45.07,8.75,Normal Activity,Legitimate,0
UPI1040888,11-10-25 22:40,CUST88000,MER7047,HDFC,Kotak,Pune,Android,UPI ID,185.91,Success,2014,5,540.65,0,61.29,12.1,26.84,Normal Activity,Legitimate,0
UPI1040889,11-10-25 22:50,CUST86599,MER9266,Bank of Baroda,SBI,Hyderabad,Android,QR Code,372.25,Success,1119,3,284.27,0,48.37,46.58,3.21,Normal Activity,Legitimate,0
UPI1040890,11-10-25 23:00,CUST90280,MER1851,HDFC,Kotak,Ahmedabad,Android,Collect Request,1921.94,Success,453,1,751.81,2,64.09,52.48,1.02,Normal Activity,Legitimate,0
UPI1040891,11-10-25 23:10,CUST23064,MER4256,SBI,SBI,Bengaluru,Android,Collect Request,239.8,Success,2126,6,545.94,2,64.55,59.69,3.73,Normal Activity,Legitimate,0
UPI1040892,11-10-25 23:20,CUST97276,MER9243,HDFC,Canara Bank,Delhi,iOS,UPI ID,405.11,Success,2427,4,308.92,1,36.08,96.57,10.88,Normal Activity,Legitimate,0
UPI1040893,11-10-25 23:30,CUST23589,MER8073,ICICI,SBI,Jaipur,iOS,UPI ID,1212.28,Success,2279,3,396.84,0,37.22,61.62,5.89,Normal Activity,Legitimate,0
UPI1040894,11-10-25 23:40,CUST63324,MER2085,Canara Bank,Bank of Baroda,Mumbai,Android,QR Code,922.98,Success,120,1,367.75,1,71.94,85.09,1.37,Normal Activity,Legitimate,0
UPI1040895,11-10-25 23:50,CUST10932,MER1982,Bank of Baroda,PNB,Chennai,Android,QR Code,50.28,Success,533,2,134.33,0,90.19,10.51,3.65,Normal Activity,Legitimate,0
UPI1040896,12-10-25 0:00,CUST27019,MER3379,PNB,SBI,Chennai,Android,UPI ID,370.5,Success,2683,1,154.04,0,62.57,72.5,14.65,Normal Activity,Legitimate,0
UPI1040897,12-10-25 0:10,CUST65835,MER6990,Axis,ICICI,Pune,Android,Mobile Number,308.75,Success,1961,4,616.85,1,73.93,79.81,12.49,Normal Activity,Legitimate,0
UPI1040898,12-10-25 0:20,CUST32157,MER3206,Kotak,Axis,Bengaluru,Android,QR Code,172.18,Success,2700,7,651.8,1,77.54,7.93,29.92,Normal Activity,Legitimate,0
UPI1040899,12-10-25 0:30,CUST62381,MER7556,Canara Bank,Bank of Baroda,Kolkata,Android,QR Code,412.67,Failed,950,3,763.82,1,30.72,65.11,14.5,Normal Activity,Legitimate,0
UPI1040900,12-10-25 0:40,CUST27574,MER5382,Axis,SBI,Kolkata,Android,QR Code,893.77,Success,1422,7,339.64,0,47.13,34.69,5.06,Normal Activity,Legitimate,0
UPI1040901,12-10-25 0:50,CUST58312,MER5619,Bank of Baroda,ICICI,Kolkata,Android,QR Code,713.86,Success,580,4,616.11,0,44.8,48.1,30.42,Normal Activity,Legitimate,0
UPI1040902,12-10-25 1:00,CUST81044,MER8970,PNB,PNB,Bhopal,iOS,QR Code,720.7,Success,2433,4,679.98,1,17.79,49.98,0.27,Normal Activity,Legitimate,0
UPI1040903,12-10-25 1:10,CUST42779,MER3360,SBI,Canara Bank,Pune,iOS,UPI ID,791.28,Success,853,3,494.58,0,88.02,8.05,10.83,Normal Activity,Legitimate,0
UPI1040904,12-10-25 1:20,CUST40888,MER9218,Bank of Baroda,Bank of Baroda,Chennai,Android,QR Code,1057.76,Success,2272,1,1184.8,0,85.35,31.83,2.76,Normal Activity,Legitimate,0
UPI1040905,12-10-25 1:30,CUST36025,MER9099,Bank of Baroda,ICICI,Kolkata,Android,Collect Request,1278.75,Success,1263,5,473.07,0,75.48,46.77,3.74,Normal Activity,Legitimate,0
UPI1040906,12-10-25 1:40,CUST18060,MER7551,SBI,SBI,Pune,Android,QR Code,171.06,Success,1934,3,248.63,0,53.98,96.69,5.86,Normal Activity,Legitimate,0
UPI1040907,12-10-25 1:50,CUST43216,MER2099,HDFC,Axis,Kolkata,iOS,QR Code,216.51,Success,757,5,769.95,0,5.03,73.06,0.94,Normal Activity,Legitimate,0
UPI1040908,12-10-25 2:00,CUST83197,MER5170,SBI,Canara Bank,Bengaluru,iOS,QR Code,1535.51,Reversed,473,9,857.16,0,90.31,54.93,1.83,Normal Activity,Legitimate,0
UPI1040909,12-10-25 2:10,CUST74617,MER5354,Kotak,Bank of Baroda,Kolkata,Android,QR Code,1645.62,Success,2686,4,529.37,0,35.64,2.79,17.47,Normal Activity,Legitimate,0
UPI1040910,12-10-25 2:20,CUST81421,MER2538,Axis,ICICI,Delhi,iOS,UPI ID,353.13,Success,1944,9,744.47,0,82.42,65.58,4.96,Normal Activity,Legitimate,0
UPI1040911,12-10-25 2:30,CUST10426,MER7428,Kotak,Axis,Delhi,iOS,Collect Request,470.51,Success,1887,4,408.81,2,9.28,92.72,10.31,Normal Activity,Legitimate,0
UPI1040912,12-10-25 2:40,CUST35491,MER4487,Axis,Kotak,Kolkata,Android,Collect Request,510.26,Success,1205,7,91.87,0,2.87,44.62,2.08,Normal Activity,Legitimate,0
UPI1040913,12-10-25 2:50,CUST29553,MER5836,PNB,SBI,Kolkata,Android,Mobile Number,221.05,Success,2437,3,486.58,0,30.06,79.9,5.72,Normal Activity,Legitimate,0
UPI1040914,12-10-25 3:00,CUST22918,MER6780,PNB,Canara Bank,Delhi,Android,UPI ID,661.67,Success,764,2,385,0,99.03,56.9,8.29,Normal Activity,Legitimate,0
UPI1040915,12-10-25 3:10,CUST22513,MER8917,HDFC,PNB,Delhi,Android,Collect Request,1161.69,Success,1199,6,195.57,1,79.25,40.68,2.64,Normal Activity,Legitimate,0
UPI1040916,12-10-25 3:20,CUST26830,MER4643,SBI,Axis,Mumbai,Android,UPI ID,910.65,Success,1645,5,366.4,0,39.7,57.9,7.18,Normal Activity,Fraud,1
UPI1040917,12-10-25 3:30,CUST69254,MER5553,Axis,Kotak,Pune,Android,QR Code,841.83,Success,2524,4,323,0,27.13,28.75,7.75,Normal Activity,Legitimate,0
UPI1040918,12-10-25 3:40,CUST54695,MER9374,ICICI,PNB,Chennai,iOS,Collect Request,1480.35,Success,2965,4,633.18,0,15.48,50.52,23.48,Normal Activity,Legitimate,0
UPI1040919,12-10-25 3:50,CUST40171,MER3306,ICICI,PNB,Ahmedabad,Android,Collect Request,178.31,Success,1546,1,400,0,28.22,77.65,29.66,Normal Activity,Legitimate,0
UPI1040920,12-10-25 4:00,CUST12250,MER8803,PNB,Canara Bank,Hyderabad,Android,UPI ID,2017.7,Success,2239,4,1425.31,1,31.43,34.87,15.58,Normal Activity,Legitimate,0
UPI1040921,12-10-25 4:10,CUST66263,MER5079,ICICI,SBI,Bengaluru,Android,QR Code,226.66,Success,2321,4,562.53,0,70.8,17.41,1.31,Normal Activity,Legitimate,0
UPI1040922,12-10-25 4:20,CUST72114,MER8029,ICICI,Bank of Baroda,Kolkata,Android,Mobile Number,420.56,Success,1057,5,259.18,0,3.16,15.56,5.43,Normal Activity,Legitimate,0
UPI1040923,12-10-25 4:30,CUST89144,MER1269,PNB,ICICI,Delhi,iOS,QR Code,88.49,Reversed,198,5,911.51,0,81.27,20.55,13.81,Normal Activity,Legitimate,0
UPI1040924,12-10-25 4:40,CUST12681,MER5908,PNB,SBI,Hyderabad,Android,Mobile Number,133.17,Success,324,4,339.12,0,26.08,75.28,12.16,Normal Activity,Legitimate,0
UPI1040925,12-10-25 4:50,CUST73503,MER9812,Kotak,Kotak,Hyderabad,iOS,Mobile Number,394.3,Success,860,7,246.02,0,0.54,9.91,6.21,Normal Activity,Legitimate,0
UPI1040926,12-10-25 5:00,CUST93321,MER3398,SBI,Bank of Baroda,Kolkata,iOS,UPI ID,640.89,Success,1861,5,507.82,0,59.08,8.43,0.89,Normal Activity,Legitimate,0
UPI1040927,12-10-25 5:10,CUST13407,MER6307,Axis,HDFC,Ahmedabad,Android,QR Code,1079.64,Success,1131,8,274.93,2,62.49,62.15,0.67,Normal Activity,Fraud,1
UPI1040928,12-10-25 5:20,CUST49529,MER3549,PNB,PNB,Bengaluru,Android,UPI ID,432.47,Success,2096,7,285.25,0,73.13,64.8,4.3,Normal Activity,Legitimate,0
UPI1040929,12-10-25 5:30,CUST58901,MER6296,ICICI,HDFC,Chennai,Android,Mobile Number,205.71,Success,1744,4,381.12,2,60.13,51.8,6.49,Normal Activity,Legitimate,0
UPI1040930,12-10-25 5:40,CUST27427,MER8605,ICICI,SBI,Bengaluru,iOS,UPI ID,823.96,Success,2712,6,137.39,0,32.13,18.27,1.53,Normal Activity,Legitimate,0
UPI1040931,12-10-25 5:50,CUST31747,MER1837,Axis,Canara Bank,Delhi,Android,QR Code,864.25,Success,2119,2,487.95,1,72.07,83.38,6.82,Normal Activity,Legitimate,0
UPI1040932,12-10-25 6:00,CUST23555,MER2780,Bank of Baroda,Canara Bank,Bhopal,Android,UPI ID,258.5,Success,1231,8,252.9,0,96.54,52.73,1.79,Normal Activity,Legitimate,0
UPI1040933,12-10-25 6:10,CUST75927,MER1179,Canara Bank,ICICI,Hyderabad,Android,UPI ID,82.43,Success,2358,1,195.67,1,88.43,39.84,1.72,Normal Activity,Legitimate,0
UPI1040934,12-10-25 6:20,CUST80355,MER7768,HDFC,PNB,Delhi,iOS,QR Code,6594.15,Success,279,4,605.92,0,6.13,75.49,9.44,Normal Activity,Legitimate,0
UPI1040935,12-10-25 6:30,CUST33263,MER2476,Kotak,HDFC,Bengaluru,Android,QR Code,250.45,Success,810,3,375.89,1,32.61,64.54,7.2,Normal Activity,Legitimate,0
UPI1040936,12-10-25 6:40,CUST81520,MER8869,Bank of Baroda,Kotak,Bhopal,iOS,QR Code,378.78,Success,2085,4,753.55,1,35.2,89.66,6.2,Normal Activity,Legitimate,0
UPI1040937,12-10-25 6:50,CUST81899,MER8455,Kotak,ICICI,Pune,Android,UPI ID,208.87,Reversed,2295,5,378.56,1,50.47,19.58,4.5,Normal Activity,Legitimate,0
UPI1040938,12-10-25 7:00,CUST15127,MER1464,SBI,Canara Bank,Ahmedabad,iOS,QR Code,767.11,Success,1779,7,311.61,0,66.59,39.32,23.61,Normal Activity,Legitimate,0
UPI1040939,12-10-25 7:10,CUST71453,MER9293,Canara Bank,PNB,Jaipur,Android,QR Code,2368.65,Success,2533,2,744.88,1,83.54,77.88,3.28,High IP & Device Risk,Fraud,1
UPI1040940,12-10-25 7:20,CUST68389,MER1510,ICICI,ICICI,Ahmedabad,Android,Mobile Number,138.41,Success,935,6,924.41,0,67.14,14.68,4.81,Normal Activity,Legitimate,0
UPI1040941,12-10-25 7:30,CUST22512,MER7434,SBI,Bank of Baroda,Ahmedabad,Android,Mobile Number,584.29,Success,1682,5,445.16,0,79.87,12.63,1.74,Normal Activity,Legitimate,0
UPI1040942,12-10-25 7:40,CUST73722,MER7033,SBI,Kotak,Delhi,Android,QR Code,138.99,Success,89,7,536.88,0,10.37,60.81,2.55,Normal Activity,Legitimate,0
UPI1040943,12-10-25 7:50,CUST14037,MER2571,SBI,Axis,Bengaluru,iOS,UPI ID,1132.54,Success,2730,9,705.23,0,70.85,2.63,14.18,Normal Activity,Legitimate,0
UPI1040944,12-10-25 8:00,CUST16854,MER8826,SBI,PNB,Jaipur,Android,QR Code,256.6,Success,1832,4,136.92,0,90.73,82.42,10.66,Normal Activity,Legitimate,0
